54077
3 66 323445554323224445455556660221110107676660011110766666667022222222
9 57 222223454454544544554455660111010010107555666670010111212
8 53 22233445456544334344456566666070001011777600012122172
5 43 3344445566566666001223211177676000112445322
9 55 4344434344434444546667766022233100000070776667000011223
3 70 2222322355465655323434454565666566660771223221222110767766701177712122
3 75 223444543334444445556566667771332222211100007766566602121101076656666121222
7 69 222323234455455454543455666000101011011010766666666534676770121222222
4 55 3101225545443222135666665545454554561010101010767711112
9 76 3576656553322221221111122455455545454544543567000011001076566767700021212222
8 53 22222312244555545554444454565666670010111107770011121
9 49 1222234545445454545555456001102101076676000011212
4 68 21000000222444444444444444444566600000007666666677100000113444343212
1 43 1010101224454545455454554444666000011010011
4 80 22222100700070133434444345444456000766666566666676700000210101134455454533222122
4 60 110101122545554553221456666545455444600001011766701111024443
6 53 11223446754555432222243444554556666777000000010011102
4 83 45454545545431222122110101010022445454544545454444660001076566656760000110111000122
5 58 2212212222245666666556653444445566666700243222100077712112
6 52 1111245455455532222223444555565666666070000101011011
1 36 123454444545445454560001000010100010
1 57 235444444444544331122445655666666011000010000766600121012
7 63 122222244455554555554555556110101021011110117655666566601212122
1 40 4443444444444544445600001000000000000002
6 56 12244544554554311122133445445565566666707001010101101107
3 67 2344444343434445455566666700023321210000777656601211076666610122222
2 79 2233444455455555332313222122246656566666676600700111011011766666565660112122212
1 42 111224454545455445455444660001000110100100
1 42 100000223444444445455455455667110110100100
7 61 2221223454545655455454654556001011110111107656656657012212121
9 52 2223454312444444444445456566667670700001117070101122
2 76 3224333443444444344665656666666666700010122122222321007007775656560000021222
6 72 112445455455454545432221700101112223344454556566566666607001001100111010
7 70 2222234445454454545445325667010010101010100076666665666676612222222222
8 53 22223311454455555434445455656666700101011117070010022
3 74 34533233334344445466567666703222222100007777766766011767665666021222222223
9 52 2222232444555445554555465466011101176776071010021212
4 70 2110110101222454545554565455555456001111076666667011111101344555532222
6 64 1121224556555555445432112122122444445565566666767007010001101211
7 66 222222335454555554555655655611111111011110766665666665000221221221
4 70 2210000100024444444544444444444600717100766566567001000000244444443221
6 53 21224555455431222234344555556566666700000001101011010
8 51 122223435454555444445545666660001021011777700021212
7 58 2222244544544544545444446600000010101001007656656600221221
8 53 13223102344554565553354454565666670010111107070001122
3 65 22434454433344444555566666002222110100777566712111076656570211222
1 41 10010002244444545454455545546001011010010
5 59 21222225656656544544432223244444446601070766670070000001122
7 68 22122222445454554545545446660010110111010766566566566657012212221212
1 41 43444444454444443446600700170010000000002
7 63 212222444454545545545455460001110110101010756665666567021212222
1 40 4444434434443446607070000007000000003443
1 43 1101222455445544544544544566710000011001100
6 57 122434507555554532222232243435556566667767000000001101111
3 83 22222343454544444444555666656666666001232221222111007656566001221111176666656001212
2 71 25344556565323212222212222224656666566656666766070111211076666602212223
9 57 224322444445443444443446707000000007556556660700010111212
3 108 222222234444465553434445565666566667667600222232222221211007666666666701132221222117675666656667600131222222
1 40 1024444444544444444454600000000000010000
1 44 10011224445544454454555456566000121011000110
4 68 22101001011225545445444555545554661011011076566676601021111345553222
9 52 2222344444444545454445460000010017666567670001111212
2 88 2222222445455655655532222221221234565666656666666667600011221111211766657556600021222222
2 73 2223344344443234456666545665666701010121221100776676566666660001222221223
2 70 3233444345454554653222221244566666676665666001221111111010070767560122
7 71 22222223454555545555565455466010111021021101111766665666656670212221222
1 40 2344445444544444545460010100000010000000
8 54 122212253447655545433444454565666660010010110700701122
6 60 112222456656554545443212223234344556666667776000700101001112
4 72 244565465432211011110111122455555545532456665555456001117666670111121102
1 45 222444544444444444444466660000000000010000100
6 52 1121224555555322243345545465366666667007110000111110
3 68 32224354655333343556565666665601221221221077677001211766666670123222
4 73 2454555331111101012244555455321324656666555554556010102107766607021111112
5 49 2244454443434444454565666661122101000007000700012
9 46 2223345444554454454545600101001010766670010211
1 44 33433344334446666007077077770770770122333433
3 85 2222223444455655334444556565666666667601223222222111077666002121211107566656660021212
3 70 2344444533234344454556666760023222111077766666712110107756655701212222
8 46 2222334454554544545454566670101011100707000112
5 77 12122244656656532333324344455566566676767700122224653323212211077767777701122
4 68 55455322210011001011225544545543123546656545554600101766760000111123
7 53 23344344544545555456666121111101010007077676660222223
7 57 212122244545555455555465456561101011111011766566661112212
4 69 110110102454545443222144665756545445601000176777700100100244445443332
2 76 2222344455655553222212221224656566666566675600111111117666566566600212222212
8 53 22223345455654333343445566666707000011007677700211222
5 72 222122212224566665666566553233244555665676700144322211176766700023310021
8 58 2222233443124465656555543445565666660711021110700700001212
6 56 22244654545454431021212344454455655667707000010010010110
7 71 22334444444446545455456001101766665672122222121010000076555544600010121
3 92 22222344455533344444456556666666771322222121010707656656660021221111176666656656671122122222
4 61 1124454444445322122123565666665444544600000767666760111121111
6 66 112224556545545454544432210011113234455555666666607000010010110011
1 43 2244444445444544443546667010100100100000000
9 48 222234544545454545455556110101010107567701010212
9 78 246665655432122121122124545445445454454346670010010101007665566666700011212222
6 68 12102245455554545544543210010112122344445555566666667000001010110101
3 82 2222232354454565334445556565666666670722321222221210076666660122121210107655667111
7 43 2212124444444444444445460000100071000075676
2 90 222223244445655565653222221222222566566666566566766601112112112111766666665675460021221222
8 59 44456553222211112455544434444455466670000101076676701112101
2 91 2122322234555565565555553222222221212224565665666665666666700011112111121021766556567012112
9 50 23332444545445444444466000000010756676700001011222
4 59 43110112122555545553221346566566554545460100017767011021122
4 78 221710000223444443355444444456600000007656666566670010000001002243544544321222
6 51 111224554555453222223344555556666667070010001011011
4 64 1101010100234545445454544545456001017665660000101000124444454321
9 55 2222224434455455455554554660011110111075656767001012121
7 55 3123244445454544545444466677000101011001076666700222222
9 54 223234445454444454444467001000100076556666070010112122
2 85 2222324444455665655322222221212245466656666656666667600021211211211076665666600122222
9 64 2112122355445454454545444466000001010010107565656576771112212243
5 56 22212222124566566656543444556566666701232222110765711011
1 41 10002244454444544544444436770000100000100
5 71 23212212223466665665665532243444456656666776001024433222110776660011101
9 52 3213445444444444544324466700000000000756567071011122
1 46 1000222244455444544544554456660001010110000002
2 76 2112122345354444454545556565666667600000011233232233101100010000765655466011
3 103 2122322234444656544434454656566666666676001243222222221110776665667012221221212176666666656666612112222
2 52 2443434444454445533131465666666600111101000070070002
3 92 22222223344455565444544565566576666700022432222211100766600222121122176666666665666010222221
5 71 32223466666653323233344344555656666677000333221211107776767667600111122
9 53 22223345454454545455455661011011010765667607010112122
1 42 443444444444434444667000000000000077000232
7 68 22222223445536545554655554666011110111101076665665666667012222221212
6 57 445554444443102212232334445455666667760700007010000001122
2 83 22223335544556565555331222222212224556665666665666766700011021211111176656760022221
8 54 223223444445554343445456666666700171021767000710011222
2 78 132234455565655532222122212222245665666656666566766000111211176666560021212222
2 75 222444444454445545432222110101444445565666667676666600112322111010767000011
5 71 22121222222466657566566555322324445566666667001254322212217766670011212
7 71 21222122344545555545556554466601021111011102107566665665665671121221222
4 73 1210017010224534444454445444445670100007566567770000010100224444544443122
9 53 12222324465444545455455555660111111011075667600001212
7 70 2222244434535444445444456600000100001000007666666534566707701222222222
8 53 12223432112554565555544445455566670001011111070000022
3 79 2343444443433444446566667667600124322322107076667002100007675665656100122122223
2 79 2222324444565655322212222246566656666666566666002112211221111766666566600222122
1 42 444344444443434454466700000070000700000122
1 42 101111224455455445555454365567010010111010
8 52 1222222112455555555533444565565666600101101070010112
3 87 222222223444556566543243455556656666666070123322221211077766002212121176566665676121212
6 54 345445444445431110212335455455566660700000010010001001
1 43 1101122445544554545455454566601010101101010
3 86 22233223345456565444555665666660760000244323222211107660022212121076676566756571122122
1 43 1022444444444554444444566600100000101000000
1 43 1022344545444444554444466600000100100000010
7 50 24443444444444534435670000000000000075556601110122
2 76 2222334444454544433233456677766665656666707101121322310210001076665466001112
7 68 22224333454454445445445660000010100010007666666666566607131222212222
3 79 2222334445544443444546556666666676771223232212211107676600121110765656670012222
4 67 2110000000000234444444445445445446660110076756566001010100244444323
6 56 22255555454443111221232434445555556667770700000010010111
5 81 212212222446656666655532232334544546656666667607700234323222221100076666670011112
2 106 2223223244444654654656556532222222232124456666666666676666660011212121211121010766676666666566000222222222
6 69 222445555544554444321001111222243444555556666666767000000010021101110
4 77 12210022234444445444444456600000000075655665666670000000101012344545443222102
7 62 32121233545454554555545446660011011011011076665456700000022322
1 79 2121233346554554544543224566566666667022222210010010011007565565565560111211211
8 56 22222234444445656543444445566666666707001021121170001011
9 52 2313454444444444444444670000000007666676700001131222
9 46 2223334545545445444544667101000007670701002112
3 64 4455533232323434434566676022217077767676771121176766650022222233
7 58 2222223454545545555454545600100111011011107666666557112122
1 42 224444444445445445435660000000100001100000
2 67 1222233444454545543444677655565666670010112122222111010007656560021
3 77 22222243444555534345455556666667677722232322212101077600112111766656666001222
5 74 22122212222455656656656653433343444565666666770002432222211770770700001222
4 65 31001010000002443444544454544544566001007667666710000022444433222
6 64 1222256565555454444321121212234444554655666700766700000101010121
5 75 122222222465665666653232334445456665666767677003233232222210100766667710112
8 63 232444312365655444444444456660210001007654444670100111707000022
6 69 435545465445444433222110111222344455556666666667677000001011021010102
3 87 222334444434444444546656566666666770000122444322222221101076566600021110766656670112222
7 66 221232444454455545454555660110101100110101766666554566700102122232
5 89 22222344666666654443211222333445445546556666666002122212101107655665566700001000701022222
8 54 222223234445566554444444545666676070010101210007000122
9 48 222244434545445454454446671001010076767000011212
1 44 35344344444444323365667700707000070000000223
3 84 223234444323444566666666667002332221221767766666602132121766676666666560021222222322
1 42 100233444455444445454446660001000000011000
2 72 233444444555532222222222246665656666666666071111011000076666567021122223
2 79 2222323344444454554445666666565666766000011221131223231011001777665656667121212
3 91 2222344545532334444445565666667600010245432322121010007676666656666112212211110766556602121
3 87 122222334545556543344545465666666660760700224333222210210076677121212111766655666001213
6 44 10110112454554554433444555566660000101002101
4 64 2101011001002345445445544456535546601001766656600101010134454322
7 57 122224445445445454445545671011010010101007666665477122222
5 73 1222212244656666665432233444545656666766777702332332222111077666660011122
6 64 1022454454554554545323110111122344454556656666677700010101110110
2 76 3233444556565565545432221133103223232466676666665666767000101111211110767722
7 67 2222212435544545545545545466600111010110101176666665546670101122232
9 50 23443434444344344444600700076657667670700001121122
8 55 2222333444456565444444455666666670001101211070700002221
5 87 232212222565665667666543333334323343445666666667657607112433222222177777707777701122122
9 52 2234324554444544454454666011010010075667670010021221
2 65 23344444322232246666666554565670001121100007666566554600112121222
1 41 10002244444544544454544556710100100100010
1 40 1024454444454444544445601000001000001000
4 60 110100010002345444544543455544566010017666567011100023454322
4 74 22110101224445454554454545445671000101100765665666577011011212454554312122
5 75 221222224566656653233344545565666766767770024332323222211117676666600012102
6 65 11011224465545545453222233455456661110776665454456600101010110110
4 67 2210100001000243454444544445654454660010177666545670110100024443223
1 40 1000102444544445444445444560000001010000
2 81 222224344434454545433445670765565666666670000121122222232101100007666665660022112
5 67 2222235666544443333344455556666676607001224533222111007777070000102
3 82 2222224444454654443445455656666667770013343222212110076670121111076665566671022122
9 49 2223444444454545545445000010101107566567701011211
3 88 2222223345454654344434555656666666666760002332222222121100776600211121176676566567012222
9 74 22234577666665653323223222222444544444444600701000007666766676777112122222
5 99 222234666666666653233222223234343454546556666667677770133433322221211100707766666667770070022322122
9 47 22244345345445455444446600000101076767000011122
6 53 22223456654443233433344546656666766770700701001011111
5 68 21222222245756666543334454565666666676700125332322221210176766601110
7 62 22223444454454545444434667000001010010100766666666660022223221
4 61 1101001001002444445445444554544466001007666666010110024354332
1 42 101022454444554445444543566000000100010100
3 70 2222334545553344445555656666676700232312221111776600210121076565700212
4 73 2445444545453221001000024344453222246656554445600001766666601101010010002
4 76 1211000013334444444444444346670700007665656666666770000000002223444453222222
8 64 1222223443545655554344545566667700111110000034321211107666656002
4 68 31010101100002244544545445445554546600110766676566012101011435453222
3 73 2334454432334344455556666676670222232211100776666670002117666567012122222
6 65 12245555454553532121021212244345355656565666677600000100100101112
8 45 112224444555544344345455666600000101070000111
7 63 222222244545545544555454566611001110101101176766554666000131123
6 53 10102244454555454312222344455656566666770100101101101
9 52 2234543444444454444446000000001000007656666700122122
7 67 2221222444554554555455454466600110101111010117666665544660712110223
5 93 212222235666666653223323233444455656566667667676770023332322322212211177776766666666000111322
7 59 22312344544554545544554567011001110110010766675446500011222
2 77 22223224444444555433334546077776656565666671102111222221111107667665666001222
1 42 100001224444545445454554445660010100110100
1 40 2344444444544444435560000000000010000000
6 64 1244455455454554433210111112343454556566666667700000101101021010
8 70 2224656665533232222122232446766565344445545666707000110077677001121222
9 46 2223354445544544544544660000101077677010102112
4 72 332110000010244454444445545454600101077676565670010100000023544444532222
1 42 110001224444544554455445545660010101010010
5 80 22565666544332122232333444454456566667600323221111000777675665660070077022222212
2 76 2122222344444544555543346560765565666667010011122222221110110076666565700222
2 76 1222444545545543212222333346777766566565555560101110110101107656566602121212
9 49 1222224444455544545455455660110101176676000111012
3 75 122223244455544344455456556666667707124323221210110766002111107665656000222
9 58 2223243445444444454444466000010000075565666670700011112122
6 68 12254455545554454443222110211222344455656666666667600700101010111011
7 84 222224444545322235666654454454466001001007666666012312221101017656666566567121222212
2 77 22222224334545455465433444566600075656656677011112222122111010177566565700212
3 79 2222222444545654434445554656566666676701134322221121110766760122111107565660102
5 72 122222234656666655533222233444555555666760002321111766665666000011110121
4 68 21010101001002245444454545445454456660101766675666010111112445543222
3 64 2343453343434445455566666666771322222111100007667701766670122222
6 60 212544545454545453221121112344555544667666677000001101011001
5 78 221221225655666565543232323433445465666666676001333212221007777667677001102222
8 57 222222324355565653343444455656666677000001121777701011222
9 49 2333433454544445443466007017666667700701000111222
5 57 254532323444455665666767607023243222221210777666570021112
4 69 210001000124445444544445445445600100017666666000100100002354444453222
7 68 23222123454554455554554545666001101111011100776666554456000010122231
4 75 210100101012454544543212565655445444500000017666677601010101024544544533222
2 80 21222234345445454544343446660077655656566676001111212222221011010076665465700212
7 64 2244344332544345546545560010101107007007544654545666011010111012
3 86 22222233444555653434445556566666666767000123532322222111107666670212121117766566600212
4 63 101010144544443212546565444454446710000010776545456001010014322
8 51 122222334445556554444545546666670001012111007000210
9 68 22466655554332222111012454545444443534560000000007566667607001111212
1 42 110000122444454455445455544566001001110100
9 62 12223444444544454454555666676770233222221010101766666707011112
2 75 122223343445445454543344676766656566666771001121222232221100100076766567122
8 48 122233445545454324344565656667070101007000010211
7 72 322221224354555455455545554666101011111011010176666667555466001002222222
9 49 2233443454544444443556000000007566667000001011122
1 44 10010010222444544545544554544656600001110011
8 54 222234344545432434444456566666676700071001767101011212
7 58 2232224444545454554555456600110111010110077665546600011222
4 53 65454443221112444455444444346700700007676707100110223
1 42 100011023444545445545455544666000011101101
3 65 32334445534434445445666676602222211000077071211776676566702222222
1 43 1001122444445445454455455466600010110011000
1 41 44344444344454660000007010700070000234443
2 74 33344454455454332222222222465666666666666760000111100100777566560011222223
3 82 2222222344545565533444455556666666777001244322322121017767600212211117666566600212
9 47 22243434434655454444444660000000767607000101112
4 55 1010101001244454454544446554545600010775670101024443221
9 46 2223444444554454445444600010076667000000101112
2 73 2222334444445545543243446677766656666670111222222111011007766655667112221
1 42 434444444444444455466601110000000000000002
6 65 22245455455455454332211021122234455556566666667700000011010110110
8 54 334443212224665655444444455566660701010012100070070122
4 66 310100011012245545454444554445456000101076666666001011012444553222
7 54 222245445454444444444456700000100000010007554607022122
7 69 222322243445454555455545656601101111110011076757666544566000010222222
4 70 1100100144454432224566554454356710001766667600000000100244445444432222
4 60 110100110102444554454454555444466000010766665701011124453322
9 49 3243434443445444444466700000075666707000001011222
2 76 2122223344444545465453334566707665566656767011011222222221111017765656507111
5 61 2234446075554433432343344456666676700322322177777070700001112
7 71 22222223544455446544654555456660010111111101100756676545466600101022312
2 79 2334344445444454323221244656676666665667760000121322331000100007776656671212222
4 58 1010110100124454545445434665545456001010766560010101345332
4 80 11011000022244544532214465565443366670076666676770700100101012436544454534322322
2 72 212323344544455453433566776565566666700102102221232111010076545666001110
1 42 244444444444444444446670000000000000000012
9 50 22223444345454545545555600111011076566677001111121
7 77 22101345544443321225566665444454601000076666712222100176566666666601222222222
2 77 22212223444445545554433235566707756555666667000111212212221111017655656000021
8 92 22222224676566666565665322232223211221256553334344554565666676000000110076666667000112212222
7 61 2222234444545455554555556001110111011010076676555467100122222
6 51 111454554454445431212224445565765460107000010010100
9 47 12222345444545445454554560010011076667000111012
2 65 22233444545455554322101234345466677655566600110110117677000002212
2 64 1121012244534445445443444356700775556556666670000012112122221771
3 94 2323444445323434445565656666677112532221212100776665666002221021000076666665655460001212222222
8 71 21222222344555556554444454556666770011111107070102443432211111765656600
1 44 25444444444444343332566777070700000000010022
6 66 102244545554545454443211102121023345455556666666677000100101110110
5 77 12433222566766554454322132344445565566666700332221211100776656656610110101010
1 43 1010001224444545454545554545660010021011010
1 42 244444444444444434456600000000000000000002
2 79 3433344444444443221224556666667566770707001134333310000070707776665660112222232
6 57 101022454455545545444321101212344545556766677000001011101
4 69 221101000012445444454454545454466100010107665666656001110111445453222
5 76 2122222224476566656654332233454556566666667760012443222222211177766667101121
8 62 22232444654443243434545655666676766700101122100767667012212122
3 87 122222334544565443244545555666666667670701244332321312111107666670211211117666656660212
1 43 2444444444444344333466670770070000000000012
5 59 44543223234454556666666766760002432322322211017766766711112
1 40 1023454454444454444344607700000000101000
9 47 21222444444454545554554656001110117667700011211
2 78 322344445454545532212222221356656666556665666670121111010110000767566600222222
7 63 222122244455455455554545456710010110111011176576565567022110223
4 55 1100225443225666544445444500000100076677010102454543222
4 64 2101010101001254454454545445545456010107766756011110102444554323
4 48 112344453544443444435466007766666667011101101101
8 56 11022232234445465556544554456566666000102111217707010222
1 44 10100102444444444454545454466666100110000110
5 63 221231232246666666655323444455666666676702323222212107766601101
8 47 10121222123666665653225654455556656760011122121
9 52 1222243445444545545545546660111011010765676000011221
5 64 2222224466676555432222344454455555566111111010007666567100100212
6 61 1112445555454554544311111212234445546556666667700710010110111
7 62 22222245554545445444444446600000010001001011766666666602222222
9 46 1222324445454545545455456000110101766770011112
9 56 23344444444324343434566600770007707666666767011021221222
3 88 2232222234455565434454555666666676770013443222322111100756667122212112107666566556701211
7 66 222221234444555454454445566000000100101766666666666700022222222222
9 50 23334444544444443444660700000007566677700010121222
6 55 1122346655545544532221232334555566666677000000101001101
6 64 1122545554554544453431010110212344354455566666677700000100110111
2 81 223333444454454443332466777655656666700010212223221010000000767666665666022212222
3 82 2222233445565534444445455666666676070133323121111007666660012212121007666666602222
9 58 2333434454444444443225667700000107556666677700000102122222
7 56 44322344444445455445460011001010000776565556500121101102
5 70 1221222224666565665532233345556666667676670223232232212107766766002112
4 69 210000001124444444345544444445660001077666666701000100002144444444322
8 64 2444312121076570023223344565565454445455666667701002111210070013
9 47 22234434454544545454546600110011007666707011112
4 70 1001001011445454432144656544534660000766777000010101012454544544443232
1 43 1000101022444454455454554654456600101110101
2 52 4344434445433232346676776770210000070777665711222333
8 53 23122233445555654444444546566666700000111211707710121
7 76 2222334434544545454545560110100101000007075666554444545500000100077212431212
1 44 11001022444455445455455454566000021002101100
2 63 122232444444443445665665656566566666002122112212111101107766602
6 63 222454545555544533111112122324455565654466776677000011011101100
1 41 12345445444444543354566700100001000000010
3 100 3223324455323334455666566665676666770012254322232212222121076677666666760222222211767666666602122222
1 39 244435444444444445447000000000000100000
1 41 10001123454454545454455545660011010101010
8 68 22223347676655454321222222466665665434344354466677070010010000010102
2 63 212222343454445553466555656565666000102111212122211000076665702
3 79 2223344445654334444465565666660222121110077666666002212221210776756545701012222
9 77 22444765655544312221210101345454544444314544560000000100755656660700001011122
4 72 211101001010224544544544555545455660110176666667001001100134545445322222
5 62 22222232225666667655654323344556656666672222122121776667011111
6 70 1112225554555455455544311111121222244354555666566666667700101101101011
1 40 1001010024445445454445445454600010010010
7 70 2223223243454555556556555556600112102111111121076666766666560002222222
7 73 2222322344444455445555611011010010007766666666665665433467077012221222222
8 57 122222431121245555655555554334556665667010101707001012112
1 42 234654544444443343344677707070000000100012
9 49 1222234344555455545555456601011101117666670101112
2 67 3434444544544532222232466676665655601101010010010007756554601102122
5 85 2222222222366665676557655543222232334445456666666677032322222110007666667660001011221
1 41 10101012244554545455545545556010101101110
2 72 222344444543232222246666676666565665676000112222232101000766665466011222
2 69 223233343454336665556555665665676001012121122212221000776676566001222
7 68 22344443222244665665445445444660000100076701221007666666760122222222
3 85 2232324354655334444455656656666760222222121110077666566670222122122117676665660021222
5 74 22223234466676666654433232343444445566666760022222100777556700170001011222
4 67 2110111011012445545545535655555566110176667600011112124465555322312
9 45 222244444443455545444546000100076677001010111
7 72 222322322344555565565565565546660011211211121211107666766676656001222232
1 41 24444444444444444435660000000000000000001
8 79 1212122234666566565565543231211221212255665565654344456566666700111170701011212
3 89 32444455332222324445455656666576701332221121107667666656600102111075666665666012222122122
9 51 122222443455555555555655556111101111117666600011212
6 68 11222324344435445465656666076077700000000001012445444444434431000010
3 84 223344456533233344454656665666667666712322222212221007776666701211117666565700221222
1 45 101111002225445455555555555544666001111111102
1 44 10112224454455554553454543666000000001101001
2 68 22222233444455336667556556565666567011121221212212211007666667670232
6 57 222232343344444455656666666667700700010000010101225454322
3 89 32232324455333444465656566656666666002222122222121117676666666665702122221221076677702232
5 80 22212224466665655322333444444555566666667011145322221110170776654546700000211101
7 56 22322223444555555655655555466001021111121112101766766712
6 56 21112465555454544322222234445556666707546000110000100101
8 72 222234476665445332121222123566665655543443555666666071010022107000001011
3 60 323334455555323334356077776760121110107676766566760123212322
9 47 22222234445555655555555555601111111117760010111
5 62 23246507665444343333434444465666671232210000777607007000002222
8 60 112122233666666545544312224656544445465656667001111110000011
5 103 2222222245656766667665443332232232323444655566656666666677111224653222212221117676676677607000010222223
7 66 221222243544545555455545546600110111011101076665666566607222122122
6 73 6665545454333221111021222223244546565666655444670007667670000001111112443
1 42 101010022345445455554554555466001101011101
1 41 21011123445555554555445544670010100110110
3 84 212222222445465655653344555565656566600222122111117665665607121212121217666656002212
1 40 1010012444545454545444445467001000100101
7 58 2122222244555555555554565455660111012101111101766666002222
5 82 3222222224566666666676553232232333444546556666670712432121100766767676701011102233
5 72 221222122324666666566575543223344465566657667012145322122107766670102112
5 69 233577654453213232435444554565666707014432212110100776665701000000223
2 75 222223233444544555334676766565665666660001121221222222211017766666666701222
5 104 22122212224656666656666665554323222223223233354655566666776070233322222110776766667666677001021000232322
8 84 212222323466766656555343322122222456756544454556661111765565556001121121077700010121
7 66 322335443323224666776665454545701010770221210766666666660122222222
9 52 2222444344444454444544567010001076666677000001021222
7 75 232122222445445554555555554566661111111021021010217665656566565700211121022
7 66 222223344545454554545444667000101101100117667566666666702122222222
5 62 22212222236666566566653232435556566656660123212121176766711121
9 54 222234313546545555465555545660111012111076666700111211
8 61 1222224545655453223323234445666666676670707776760001122212122
9 44 12122344346545555555555466001111176700011112
2 77 22323444445455322212366566665566656677212221121101000077666666665600122222223
4 66 111111111234755545532146556665555566101766660001121112455555322221
8 54 222222454465554323434444456566777000000077670010211222
1 42 101112111244555555555555555546000111011112
6 55 1222323435455556666677007000000000100012444544444443102
1 44 11101111244455545555546544555660071211102101
6 65 24544545454454444432110111222254545346666666667000000010010101010
5 68 12222222222246666656666553233444554656566667002222212110766666001111
1 41 10011024445544544544545444660010001010010
8 57 233232111244555555543444456565656667100110117770000021122
3 79 2222224456556565532324334454565666667222221210177776760021121212176666666612222
4 73 2555555532222211010111112255554545431456565545454671001176667670101121121
5 64 1212212232566666566555332344454555656667002222211101767667011212
5 93 222322234666666676765434323232232234445656566566566666660122221222122121776677677770000122232
8 67 1212224466656545443111211222565554554344545566666600010111007000111
3 76 3433444453334344545666666667667712332222222117077766602121007777665601222222
6 55 2124554554545321112122444555656555546000170701010111010
2 75 223234344344543344676556556566666670710112121222222100007776653466670011222
3 85 2222223243546554444555555656566666001221322121111076665600221212111766666654677021222
9 50 22343344444454445444560000010007655667771001101122
2 76 2222232344444454536655555566566666007012111210024322222210000007667656570122
1 52 1002244444544444544433556666666602122210000007701101
1 46 1001112224555545445555443665456600217111110100
5 87 222222446656665654532122122233344445456555666670012222111007756565566607000177011222122
2 64 2122223434454454445665655654656667100101121212222101000756666721
1 43 1224444544444444444444666007000000000010001
3 95 12222223444555443455555665656566660702222212212121110766566576121221122117666656666666712222222
2 55 4444544322222222225665666676767702100077666670232222323
8 52 2122122223455556555434445555656666707111211107000111
7 59 22222444545454454554544566010101010101010107666666660222222
3 84 212222222444556534445555566555666657010212222122211107666665671222122121176666657022
7 69 222323434544554555435466600011101101010776666666666676760222322222222
2 75 212222224344445545455665566554566666017022210112112213211100076666656570122
4 71 21100010001344544444454545445466001010766676670000011110224455554433222
6 65 11112445555555555431111211212434445446546566665666070071100111111
9 49 2223444444544445434545600000100076567607010101122
7 57 222322344545555555555555600111112101111100766666577022222
2 73 3132334444432256655545465556666700102121121110017076766656666671223122222
4 71 10110111112245555546543125456655554546601017667000101011024444554532211
2 75 223233444444323446666655665666676000012122222210077676666566560002122122222
8 55 2122234322346665556554343454565666660000001211070000111
1 46 2244444444544444443244666600700100000100007002
1 42 101101224454545455454545545660001110101100
3 59 12224454545543344444555666601312101077600010111075656602122
8 67 2222223344776766555444321121244475655544445555667001011110000000101
4 65 11024435444444444432256666000000010007656666760001010244454432122
6 54 222323676555455454332332333446666767677700000010101011
5 71 31122212223256666665665467545532332435556666660002432122177676701011121
9 54 222334453544454445434466700010001007556566670011011211
3 84 222223234455665533445555656566656660022221221211117766666660022222122121217666666002
9 48 212222444544455555555555566111011112107667001111
2 55 3334344344444544556666677700012323223210700000707777023
4 61 5545653222221210111224555544655555450001107666666660121111122
7 63 222232444454555545555555601021111011111010776666665656722122122
